가고일스, gargoyles
클로페나미드, clofenamide
클로페디아놀, chlophedianol
클로페존, clofezone
클로펜틱솔, clopenthixol
클로포렉스, cloforex
클로프라돈, clopradone
클로피도그렐, clopidogrel
클로피브레이트, clofibrate
클록, clog
임페드, impede
클록, crog
클록룸, cloakroom
클록사졸람, cloxazolam
클록트, clocked
클론윌, clonewheel
클롯, clot
클루, Clu
클리노미터, clinometer
클리노키네시스, klinokinesis
클리노피브레이트, clinofibrate
클리니듐, clinidium
클리도노그래프, klydonograph
클리디니움, clidinium
클리마졸람, climazolam
클리브, cleave
클리비지, cleavage
클리어, Clear
그리츠, Grits
클리어레이터, clearator
클리엔테스, clientes
클리커, clicker
클리크, cleek
클리토리스, clitoris
클리프, cliff
클리피, Clippy
클리핑, clipping
클릭베이트, clickbait
클린, Clean
테크놀러지, technology
클린다마이신, clindamycin
스티치, stitched
클린업, cleanup
클린처, clincher
클린치, clinch
클린칭, clinching
클립보드, clipboard
클립아트, clipart
클립퍼, clipper
클링기, clingy
키, Key
리졸브, Resolve
키나, china
키네르코, kinereco
키네마, kinema
키네마컬러, kinemacolor
키네마토스코프, kinematoscope
키네스코프, kinescope
키네스코핑, kinescoping
키네스틱, kinaesthetic
어웨이니스, awareness
키네시스, kinesis
키네시올로지, kinesiology
키네식스, kinesics
키네신, kinesin
키네오라마, kineorama
키네코, kineco
키네토그래프, kinetograph
키네토스코프, kinetoscope
키네토코어, kinetochore
키네토폰, kinetophone
키네토플라스트, kinetoplast
키네티드, kinetid
키네틱, kinetic
키네틴, kinetin
키네파노라마, kinepanorama
키노, kino
키노트, keynote
키노포름, chinoform
키놀린, quinoline
키누레니나제, kynureninase
키누레니네이스, kynureninase
키뉴레닌, kynureine
키니나제, kininase
키니노겐, kininogen
키니딘, quinidine
키니식스, kinesics
키니오폰, chiniofon
키닌, kinin
키덜트, kidult
키드, keyed
키드니, kidney
키드플레이션, kidflation
키디, kiddy
키레스, keyless
키로, kilo
키로그램, kilogram
키루스, cirrus
키메라, chimera
키메리즘, chimerism
키메이스, chymase
키모그래프, kymograph
키모그래피, kymography
키모신, chymosin
키모트립시노겐, chymotrypsinogen
키모트립시노젠, chymotrypsinogen
키모트립신, chymotrypsin
워리어, warrior
테레민, theremin
키보디스트, keyboardist
키부츠, kibbutz
키블, kibble
키블링, kibbling
키사, KISA
키세니아, xenia
키스, kissed
키스, keys
키스토닝, keystoning
키스톤, Keystone
키스톤, keystone
키스트, KIST
키스트로크, keystroke
키슬링, kissling
키실란, xylan
키실렌, xylene
키싱, kissing
키아스마타, chiasmata
키아티어, cyathea
키앙, kiang
키어, keyer
키오스크, kiosk
키워드, keyword
스폿팅, spotting
프루트, fruit
키저라이트, kieserite
키젠, keygen
키치, kitsch
키치, kitch
드링커, drinker
타올, towel
키카데오이데아, cycadeoidea
키커, kicker
키코, KIKO
키크로스, kyklos
키키, kiki
키타, keytar
키토산, chitosan
키토시스, ketosis
키티나아제, chitinase
키틴, chitin
펀처, puncher
키포노테스, cyphonautes
키홀, keyhole
킥복싱, kickboxing
킥볼, kickball
킥스, kicks
킥아웃, kickout
킥오프, kickoff
킥커, kicker
킨볼, kinball
킨텍스, KINTEX
비, bees
킬레이트, chelate
킬레이팅, chelating
킬로, kilo
킬로그램, kilogram
킬로그램미터, kilogrammeter
킬로리터, kiloliter
킬로메가사이클, kilomegacycle
킬로미크론, chylomicron
킬로미터, kilometer
킬로미트리, chelometry
킬로바, kilovar
킬로바이트, kilobyte
킬로베이스, kilobase
킬로볼트미터, kilovoltmeter
킬로사이클, kilocycle
킬로스터, kiloster
킬로암페어, kiloampere
킬로옴, kilohm
킬로와트, kilowatt
킬로이드, keloid
킬로줄, kilojoule
킬로칼로리, kilocalorie
킬로퀴리, kilocurie
킬로톤, kiloton
킬로파섹, kiloparsec
킬로헤르츠, kilohertz
킬림, kilim
킬링, killing
킬바사, kielbasa
킬트, kilt
킬티, kiltie
킴벌라이트, kimberlite
킵, keep
킵스, KIPS
킹사이드, kingside
킹키, kinky
펭귄, penguin
타게팅, targeting
컨피겨레이션, configuration
타네이스, tannase
타니시, tarnish
타니프론, taniplon
타닌, tannin
엑스, extract
타다라필, tadalafil
타달라필, tadalafil
타라, tara
타라곤, tarragon
타라크산틴, taraxanthin
타란툴라, tarantula
타란튤라, tarantula
타렌플루빌, tarenflurbil
타르, tahr
타르바간, tarbagan
타르타르, tartar
타리노롤, talinolol
타리카톡신, tarichatoxin
타마라, Tamara
타마린드, tamarind
타맥, tarmac
타목시펜, tamoxifen
타미플루, Tamiflu
타바드, tabard
타베스, tabes
타부, taboo
타부시, tarboosh
타분, tabun
타브판린, tavpanlin
타블렛, tablet
타블로이드, tabloid
타블리온, tablion
타시, TASI
타우, tau
타우린, taurine
타우온, tauon
와칭, watching
타운팅, taunting
타워링, towering
타월링, towelling
타이거, tiger
페인트, feint
타이곤, tigon
타이니, tiny
타이니, Tiny
타이디, tidy
타이란오플리스, tyrannoplis
타이로리베린, thyroliberin
타이로시네이스, tyrosinase
타이로신, tyrosine
타이로칼시토닌, thyrocalcitonin
타이록켄, tielocken
타이마졸린, tymazoline
타이메로살, thimerosal
타이모신, thymosin
타이모포이에틴, thymopoietin
타이바메이트, tybamate
타이백, tieback
타이오잔틴, thioxanthene
타이올, thiol
타이쿤, tycoon
타이타늄, titanium
룰, role
타이틀러, titler
타이포그라피, typography
타이포그래피, typography
타이포그래픽, typographic
타이폰, TIPHON
타이프라이터, typewriter
타이프매틱, typematic
타이프메틱, typematic
타이프세터, typesetter
로프, roff
타이피스트, typist
타일로스, tylose
랩스, lapse
베이스드, based
컨스턴트, constant
페널티, penalty
타임드, timed
타임라인, timeline
타임래그, timelag
타임리, timely
타임셰어, timeshare
타임셰어링, timesharing
타임쉐어링, timesharing
타임스탬프, timestamp
오더링, ordering
타입피지, typage
타자노라스트, tazanolast
타칸, TACAN
타칼시톨, tacalcitol
타켓, target
타코미터, tachometer
타콤샛, TACOMSAT
타크로리무스, tacrolimus
타크린, tacrine
타키스테롤, tachysterol
타키스토스코프, tachistoscope
타키오미터, tacheometer
타키온, tachyon
타키필락시스, tachyphylaxis
타킨, takin
타타, TATA
타타스, tatas
타터, tartar
타투, tattoo
타투이스트, tattooist
타페텀, tapetum
타펜타돌, tapentadol
타포니움, toponium
타플루프로스트, tafluprost
타플린, tarpaulin
타피스트리, tapestry
탁산, taxane
탁샛, TACSAT
탁솔, taxol
탁키카이닌, tachykinin
탁키키닌, tachykinin
탄그램, tangram
탄뎀, tandem
탄도스피론, tandospirone
탄두리, tandoori
탄라, TONLA
탄제린, tangerine
탄젠시얼, tangential
탄젠트, tangent
탄젤로, tangelo
탄탈라이트, tantalite
탄탈럼, tantalum
탈네탄트, talnetant
탈라소테라피, thalassotherapy
탈라스틴, talastine
탈라탄, tarlatan
탈렌트, talent
탈부탈, talbutal
탈티렐린, taltirelin
탐수로신, tamsulosin
탐, tam
탑코트, topcoat
탑핑, topping
어롱, along
얼롱, along
태깅, tagging
태너리, tannery
태더솔, tattersall
태드폴, tadpole
태런티즘, tarantism
태리프, tariff
에스컬레이션, escalation
태뷸러, tabular
태브리스, tabless
태블러츄어, tablature
태빙, tabbing
태슬, tassel
태코그래프, tachograph
태코미터, tachometer
태터링, tattering
태터솔, tattersall
태팅, tatting
태피, taffy
태피스트리, tapestry
택소노미, taxonomy
택손, taxon
택솔, taxol
리펀, refund
헤이븐, haven
택스플레이션, taxflation
캡, cab
택시미터, taximeter
택액스, TACACS
택트, tact
택티컬, tactical
탠덤, tandem
탤로우, tallow
탤리, tally
탤리즈먼, talisman
탤컴, talcum
탤크, talc
탬, tam
탬덤, tandem
탬버린, tambourine
탬핑, tamping
탭, top
탱고, Tango
레슨, Lesson
탱글, tangle
티저, teezer
로리, lorry
탱키니, tankini
탱키지, tankage
탱킹, tanking
터그, tug
터그보트, tugboat
터넌, turnean
터널링, tunneling
터니지, tonnage
터닙, turnip
터미, tummy
터미날, terminal
터미너스, terminus
러그, lug
터번, turban
터보건, toboggan
터보제트, turbojet
터보차저, turbocharger
터보프롭, turboprop
터부, taboo
터부탈린, terbutaline
터뷰탈린, terbutaline
터뷸런스, turbulence
터븀, terbium
터브, tub
터브포스, terbufos
터빙, tubbing
터서, tussore
터스크, tusk
터치다운, touchdown
터치라인, touchline
터치스크린, touchscreen
터칭, touching
터크트, tucked
터키, turkey
트롯, trot
터킹, tucking
터펜티나, turpentine
터프, turf
터프, tough
터프트, tuft
터프티드, tufted
터프팅, tufting
턱시, tuxe
턱트, tucked
턴다운, turndown
턴드, turned
턴드, tuned
앱소버, absorber
턴릿, tonlet
턴버클, turnbuckle
턴불, turnbull
턴키, turnkey
턴테이블, turntable
턴테이블리스트, turntablist
턴테이블리즘, turntablism
털부탈린, terbutaline
페드, FED
텀블, tumble
텀블러, tumbler
텀캡, termcap
텅스텐, tungsten
테가부르, tegafur
테나셔스, tenacious
테나신, tenascin
테날리딘, thenalidine
테네리글립틴, teneligliptin
테네신, tennessine
테넥테플라아제, tenecteplase
테넥테플라제, tenecteplase
테녹시캄, tenoxicam
테니트라민, tenitramine
테닐디아민, thenyldiamine
테닐클로르, thenylchlor
테더드, tethered
테더링, tethering
테드, TED
테드, ted
테드볼, tadpole
테디, Teddy
테라, tera
테라리엄, terrarium
테라리움, terrarium
테라미터, terameter
테라바이트, terabyte
테라이, terai
테라조신, terazosin
테라토겐, teratogen
테라포밍, terraforming
테라헤르츠, terahertz
테러리스트, terrorist
테러핌, teraphim
테레비전, television
테레빈, terebene
테렘프, teremp
테루트로반, terutroban
테르그리드, terguride
테르밋, thermite
테르븀, terbium
테르비나핀, terbinafine
테르비움, terbium
테르콤, TERCOM
테르타토롤, tertatolol
테르페노이드, terpenoid
테르펜, terpene
테르피네올, terpineol
테르피놀렌, terpinolene
테르핀, terpene
테르핀올, terpineol
테르핀, terpin
테리, terry
테리딘, pteridine
테리스로마이신, telithromycin
테마, theme
테마제팜, temazepam
테모졸로미드, temozolomide
테미빈포스, themivinphos
테바인, thebaine
테바콘, thebacon
테브펜피라드, tebufenpyrad
테샛, TESAT
테세라, tessera
테세루킨, teceleukin
테셀레이션, tessellation
테스토스테론, testosterone
스텁, stub
테스티모니얼, testimonial
테스티파잉, testifying
테슬라, tesla
테슬러, tesla
테실레이트, tessellate
테아트론, theatron
테어다운, teardown
테오릭, Theoric
테오브로민, theobromine
테오신테, teosinte
테오필린, theophylline
테이링, tailings
테이버, tabor
테이블클로스, tablecloth
테이블탑, tabletop
테이스티, tasty
테이코플라닌, teicoplanin
마크스, marks
테이크아웃, takeout
테이킨, takin
모니터, moniter
새추레이션, saturation
트랜스포트, transport
플로팅, plotting
테이프트, taped
테인터, tainter
테일, tael
테일게이트, tailgate
아웃핏, outfit
테일러론, taileron
테일러링, tailoring
테일러스, talus
테일러즈, tailors
테일렛, tailets
테일링, tailing
테일즈, tails
테일코트, tailcoat
테일피스, tailpiece
테카르트, techart
느와르, noire
테크, teck
테크, production
테크네튬, technetium
테크네트론, technetron
테크노그래픽스, technographics
테크노미스트, technomist
테크노사운드, technosound
테크노스트럭처, technostructure
테크노스트레스, technostress
테크노크라시, technocracy
테크노크라트, technocrat
테크노포비아, technophobia
테크노폴리, technopoly
테크노폴리스, technopolis
테크니라마, technirama
테크니슘, technetium
텍스타일, textile
테크니컬러, technicolor
테크니컬리스트, technicalist
테크론, techron
테크핀, techfin
테클루, teclu
테타너스, tetanus
테타노스파즈민, tetanospasmin
테타누스, tetanus
테토론, tetoron
테트라, TETRA
테트라뉴클레오티드, tetranucleotide
테트라니트로메탄, tetranitromethane
테트라데칸, tetradecane
테트라데칸온, tetradecanone
테트라데칸올, tetradecanol
테트라데케인, tetradecane
테트라데킨, tetradecyne
테트라디마이트, tetradymite
테트라민, tetramine
테트라바르비탈, tetrabarbital
테트라바메이트, tetrabamate
테트라베나진, tetrabenazine
테트라브로모훌로레세인, tetrabromofluorescein
테트라사이클린, tetracycline
테트라시클린, tetracycline
테트라에틸암모늄, tetraethylammonium
테트라제팜, tetrazepam
테트라젠, tetrazene
테트라졸, tetrazole
테트라카인, tetracaine
테트라코드, tetrachord
테트라코삭트린, tetracosactrin
테트라코산, tetracosane
테트라코신, tetracosyne
테트라콘탄, tetracontane
테트라콘테인, tetracontane
테트라콘텐, tetracontene
테트라콘틴, tetracontyne
테트라클로로메탄, tetrachloromethane
테트라클로로메테인, tetrachloromethane
테트라클로로에틸렌, tetrachloroethylene
테트라테르펜, tetraterpene
테트라펩티드, tetrapeptide
테트라포드, tetrapod
테트라플루오로에틸렌, tetrafluoroethylene
테트라피롤, tetrapyrrole
테트라하이드로졸린, tetrahydrozoline
테트라하이드로칸나비놀, tetrahydrocannabinol
테트라하이드로퓨란, tetrahydrofuran
테트라하이드로피라닐, tetrahydropyranyl
에스터, ether
테트라하이드로피란, tetrahydropyran
테트라히메나, tetrahymena
테트랄로지, tetralogy
테트랄린, tetralin
테트로도톡신, tetrodotoxin
테트로미노, tetromino
테트로스, tetrose
테트로오스, tetrose
테트론, tetron
테트리졸린, tetryzoline
테트릴, tetryl
테파, tepa
테폭살린, tepoxalin
테프라, tephra
테프라이트, tephrite
테프레논, teprenone
테프로크로놀로지, tephrochronology
텍셀, texel
텍스, tax
텍스처링, texturing
텍스트로닉, textronic
텍타이트, tektite
텍토노미터, tectonometer
텍토닉스, tectonics
나인, nines
배거, bagger
리스, less
텐더, tender
텐더로인, tenderloin
